parameter_name,math_symbol,python_variable,current_value,unit,original_source,using_files,using_questions,paper_location
C.charge,T_g^charge,Model.types[C][charge],3000,s,input/运输无人机数据.xlsx,code/mountain_flood/core/domain.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem2/search.py;code/mountain_flood/problem3/schedule.py;code/mountain_flood/problem4/partition.py,Q1-Q4,§数据处理；§问题一至四
C.units,N_g,len(Model.units[C]),2,架,input/运输无人机数据.xlsx,code/mountain_flood/problem2/search.py;code/mountain_flood/problem4/partition.py,Q2-Q4,§数据处理；§问题四
R.airframe_mass,R_airframe_mass,Model.relay[airframe_mass],21,kg,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.module_mass,R_module_mass,Model.relay[module_mass],2.5,kg,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.mass,R_mass,Model.relay[mass],23.5,kg,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.vc,R_vc,Model.relay[vc],15,m/s,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.cruise_power,R_cruise_power,Model.relay[cruise_power],1.15,kW,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.E,R_E,Model.relay[E],3.2,kWh,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.rho,R_rho,Model.relay[rho],20,%,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.prep,R_prep,Model.relay[prep],180,s,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.link_setup,R_link_setup,Model.relay[link_setup],30,s,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.turnaround,R_turnaround,Model.relay[turnaround],300,s,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.vu,R_vu,Model.relay[vu],4,m/s,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.vd,R_vd,Model.relay[vd],3,m/s,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.eta,R_eta,Model.relay[eta],0.72,1,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.downeta,R_downeta,Model.relay[downeta],0,1,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.hover_power,R_hover_power,Model.relay[hover_power],1.05,kW,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.comm_power,R_comm_power,Model.relay[comm_power],0.05,kW,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.max_agl,R_max_agl,Model.relay[max_agl],300,m,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.components,R_components,Model.relay[components],6,组,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.charge,R_charge,Model.relay[charge],1800,s,input/中继无人机数据.xlsx,code/mountain_flood/problem3/communication.py;code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§通信与中继；§问题三；§问题四
R.units,N_R,len(Model.relay.units),2,架,input/中继无人机数据.xlsx,code/mountain_flood/validation/replay.py;code/mountain_flood/problem4/partition.py,Q3-Q4,§数据处理；§问题四
comm.frequency_mhz,frequency_mhz,Model.comm.frequency_mhz,2400,MHz,input/通信链路参数.xlsx,code/mountain_flood/core/domain.py;code/mountain_flood/problem3/communication.py,Q3-Q4,§电池与通信状态；§问题三
comm.system_loss_db,system_loss_db,Model.comm.system_loss_db,3,dB/dBm,input/通信链路参数.xlsx,code/mountain_flood/core/domain.py;code/mountain_flood/problem3/communication.py,Q3-Q4,§电池与通信状态；§问题三
comm.obstruction_db,obstruction_db,Model.comm.obstruction_db,10,dB/dBm,input/通信链路参数.xlsx,code/mountain_flood/core/domain.py;code/mountain_flood/problem3/communication.py,Q3-Q4,§电池与通信状态；§问题三
comm.sensitivity_dbm,sensitivity_dbm,Model.comm.sensitivity_dbm,-98,dB/dBm,input/通信链路参数.xlsx,code/mountain_flood/core/domain.py;code/mountain_flood/problem3/communication.py,Q3-Q4,§电池与通信状态；§问题三
comm.fade_margin_db,fade_margin_db,Model.comm.fade_margin_db,8,dB/dBm,input/通信链路参数.xlsx,code/mountain_flood/core/domain.py;code/mountain_flood/problem3/communication.py,Q3-Q4,§电池与通信状态；§问题三
comm.gateway_height_m,gateway_height_m,Model.comm.gateway_height_m,20,m,input/通信链路参数.xlsx,code/mountain_flood/core/domain.py;code/mountain_flood/problem3/communication.py,Q3-Q4,§电池与通信状态；§问题三
comm.direct,L^max_direct,Model.comm.thresholds_db.direct,122,dB,input/通信链路参数.xlsx（由端点功率、增益、灵敏度、裕量及系统损耗推导）,code/mountain_flood/core/domain.py;code/mountain_flood/problem3/communication.py,Q3-Q4,§电池与通信状态；§问题三
comm.access,L^max_access,Model.comm.thresholds_db.access,116,dB,input/通信链路参数.xlsx（由端点功率、增益、灵敏度、裕量及系统损耗推导）,code/mountain_flood/core/domain.py;code/mountain_flood/problem3/communication.py,Q3-Q4,§电池与通信状态；§问题三
comm.backhaul,L^max_backhaul,Model.comm.thresholds_db.backhaul,126,dB,input/通信链路参数.xlsx（由端点功率、增益、灵敏度、裕量及系统损耗推导）,code/mountain_flood/core/domain.py;code/mountain_flood/problem3/communication.py,Q3-Q4,§电池与通信状态；§问题三
S001-MED-01.node,i_b,Model.boxes[S001-MED-01].node,1,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-01.w,w_b,Model.boxes[S001-MED-01].w,3,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-01.v,v_b,Model.boxes[S001-MED-01].v,0.012,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-01.due,d_b,Model.boxes[S001-MED-01].due,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-01.deadline,h_b,Model.boxes[S001-MED-01].deadline,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-01.priority,π_b,Model.boxes[S001-MED-01].priority,24,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-01.first,F_b,Model.boxes[S001-MED-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-01.medical,M_b,Model.boxes[S001-MED-01].medical,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-02.node,i_b,Model.boxes[S001-MED-02].node,1,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-02.w,w_b,Model.boxes[S001-MED-02].w,3,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-02.v,v_b,Model.boxes[S001-MED-02].v,0.012,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-02.due,d_b,Model.boxes[S001-MED-02].due,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-02.deadline,h_b,Model.boxes[S001-MED-02].deadline,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-02.priority,π_b,Model.boxes[S001-MED-02].priority,24,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-02.first,F_b,Model.boxes[S001-MED-02].first,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-MED-02.medical,M_b,Model.boxes[S001-MED-02].medical,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-WAT-01.node,i_b,Model.boxes[S001-WAT-01].node,1,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-WAT-01.w,w_b,Model.boxes[S001-WAT-01].w,14,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-WAT-01.v,v_b,Model.boxes[S001-WAT-01].v,0.027,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-WAT-01.due,d_b,Model.boxes[S001-WAT-01].due,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-WAT-01.deadline,h_b,Model.boxes[S001-WAT-01].deadline,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-WAT-01.priority,π_b,Model.boxes[S001-WAT-01].priority,12,系数,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-WAT-01.first,F_b,Model.boxes[S001-WAT-01].first,True,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-WAT-01.medical,M_b,Model.boxes[S001-WAT-01].medical,False,布尔,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-WAT-02.node,i_b,Model.boxes[S001-WAT-02].node,1,服务区索引,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-WAT-02.w,w_b,Model.boxes[S001-WAT-02].w,14,kg,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-WAT-02.v,v_b,Model.boxes[S001-WAT-02].v,0.027,m³,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-WAT-02.due,d_b,Model.boxes[S001-WAT-02].due,3600,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
S001-WAT-02.deadline,h_b,Model.boxes[S001-WAT-02].deadline,无硬截止,s,input/物资需求与配送时限.xlsx::逐箱货箱清单,code/mountain_flood/core/domain.py;code/mountain_flood/problem2/search.py;code/mountain_flood/validation/replay.py,Q1-Q4,§问题二时限公式；提交表逐箱交付
